product_id,tn
20389,31.64829
20390,9.15316
20395,23.05434
20396,5.71777
20398,1.02484
20400,9.50452
20401,8.84859
20402,14.832640000000001
20403,10.72124
20404,9.1556
20406,10.225610000000001
20407,6.34196
20408,11.36053
20409,2.30007
20410,9.99307
20411,8.70069
20414,28.25167
20415,4.81774
20416,0.78167
20417,6.99026
20418,0.5196000000000001
20419,13.50175
20421,11.71537
20422,0.91126
20424,5.26434
20426,6.46017
20428,1.61723
20429,0.97547
20432,5.29928
20433,15.603480000000001
20434,8.09736
20438,15.90188
20440,34.20145
20442,23.27802
20443,7.905810000000001
20447,6.53174
20449,1.07018
20450,5.8498
20453,15.86008
20456,6.02763
20458,22.06001
20459,15.3451
20460,8.74363
20463,10.07162
20464,3.47064
20465,3.4469000000000003
20466,7.21962
20469,7.31353
20470,7.92621
20473,6.24897
20474,9.40938
20476,18.575039999999998
20477,5.39989
20478,4.93346
20479,6.010619999999999
20480,5.15281
20481,8.69732
20482,5.51906
20483,8.16693
20484,1.45639
20488,8.51492
20490,0.4815999999999999
20491,11.68547
20495,12.38187
20496,6.3860600000000005
20497,5.29327
20500,8.39407
20502,5.58462
20503,0.8258300000000003
20505,1.31237
20508,3.61953
20509,1.05267
20510,8.77509
20513,12.66666
20514,5.55623
20517,3.89844
20520,6.8686799999999995
20521,9.30519
20522,12.44022
20523,7.32308
20524,2.8088800000000003
20525,15.50402
20526,12.83445
20527,7.42462
20530,2.6760599999999997
20531,11.59613
20532,6.18821
20536,5.18626
20537,11.974910000000001
20538,5.9780500000000005
20539,5.7130600000000005
20540,6.08357
20541,7.4361999999999995
20542,7.88596
20544,6.20163
20547,11.909690000000001
20548,11.60736
20549,3.97909
20551,4.73985
20552,1.9106100000000001
20553,6.83727
20555,1.75947
20558,3.4579999999999997
20559,6.87222
20560,4.9634599999999995
20561,0.35622999999999994
20563,7.1337
20565,3.69316
20567,6.96306
20568,2.72727
20569,12.779200000000001
20570,6.60356
20571,6.90603
20572,3.6028800000000003
20574,2.56515
20575,9.05676
20576,7.74201
20577,8.20434
20578,3.24627
20579,2.8616
20580,15.6975
20583,3.56245
20585,7.03208
20586,0.33526
20588,0.43679999999999997
20589,6.46683
20592,11.99417
20593,8.10434
20596,4.27697
20597,0.23346000000000003
20599,4.47764
20600,1.50351
20601,0.56586
20602,2.89133
20603,7.6034500000000005
20604,8.43732
20605,6.18414
20606,2.29917
20609,0.36690000000000006
20611,8.44578
20612,4.11311
20614,2.2256
20615,13.9332
20617,1.35243
20620,6.59837
20621,7.1958400000000005
20622,4.68201
20623,10.14069
20624,5.1663
20627,8.544459999999999
20628,2.84701
20629,2.16138
20632,1.99891
20633,6.88649
20636,0.36844999999999994
20637,4.72342
20638,4.04235
20639,4.69431
20640,2.55854
20641,2.12047
20642,3.0161000000000002
20644,2.18673
20646,3.94372
20647,1.56027
20649,14.29911
20651,2.30403
20652,3.6660999999999997
20653,3.14269
20654,5.12205
20655,2.35777
20657,2.41438
20658,3.35996
20659,7.55942
20660,0.1992
20661,3.43269
20662,11.27947
20663,0.17200000000000004
20664,2.94911
20666,2.16216
20667,2.47033
20670,0.8273499999999999
20672,3.40557
20673,8.99356
20674,8.3677
20676,2.00655
20677,2.12145
20678,0.3589
20679,10.24462
20680,5.09711
20681,8.79984
20682,4.42764
20684,0.76395
20685,0.94932
20686,9.45215
20689,2.17672
20691,7.99868
20693,3.59597
20694,8.28893
20696,4.74951
20697,2.59001
20699,2.82609
20700,3.01622
20701,3.71033
20702,2.00352
20703,9.25892
20705,0.82173
20706,4.81528
20708,4.11909
20709,8.42261
20711,6.91887
20713,1.37991
20714,4.14161
20715,1.61264
20719,7.65601
20720,8.93262
20721,0.10374999999999998
20724,1.31222
20729,0.35215
20730,1.5478200000000002
20732,5.22756
20733,1.05335
20735,1.35692
20737,1.9212799999999999
20739,2.83385
20741,0.5025499999999999
20742,0.75186
20743,1.04689
20744,3.7418199999999997
20745,1.13143
20746,4.21587
20749,2.59951
20750,1.37186
20751,2.50326
20754,8.459150000000001
20756,4.13485
20757,2.33598
20758,4.28117
20759,1.46997
20761,2.44773
20762,6.57786
20765,0.2577
20768,1.47186
20771,0.65656
20772,2.41483
20773,0.16931
20774,5.31602
20775,2.11102
20777,2.01186
20781,0.68711
20783,3.6058899999999996
20785,2.93047
20786,0.59846
20788,1.43412
20789,1.27573
20793,2.58257
20795,3.5276199999999998
20800,0.6020099999999999
20801,1.6488399999999999
20802,1.01783
20803,0.98615
20807,2.05756
20809,3.10115
20810,1.5741
20811,2.59656
20812,0.76222
20815,6.0001
20817,1.21576
20818,1.3854
20820,1.74694
20822,5.79817
20823,1.65626
20824,0.23038
20826,1.7559
20827,2.5828800000000003
20828,0.45006999999999997
20830,1.01989
20831,2.60863
20832,0.22740999999999997
20835,0.91728
20838,1.831
20840,1.56952
20843,0.76986
20845,0.5325500000000001
20846,0.55875
20847,1.02539
20849,1.9818
20852,0.28536
20853,2.87389
20855,1.2077499999999999
20859,3.04439
20862,1.2907199999999999
20863,1.08634
20864,1.2009699999999999
20865,1.68166
20870,1.31104
20877,0.77203
20878,1.23815
20879,1.44818
20882,1.46977
20883,0.75482
20885,1.45666
20886,0.43323999999999996
20892,1.0575
20894,1.8140800000000001
20899,2.11467
20901,0.73537
20902,1.55147
20904,4.45111
20906,0.66048
20907,3.47802
20908,2.23476
20910,4.9996
20912,2.97891
20913,0.7249300000000001
20914,0.83229
20917,2.26014
20919,0.43074
20920,2.42954
20922,0.9777
20924,3.21366
20925,0.5192
20927,2.9567
20928,2.62763
20931,1.38028
20932,1.83306
20933,3.61789
20936,0.16453
20937,0.99807
20941,0.8086699999999999
20942,1.50862
20945,0.83978
20946,2.65111
20947,0.44553
20948,0.41726
20949,0.85388
20951,0.30019999999999997
20953,2.18073
20956,0.39512
20957,1.09853
20961,0.81474
20962,1.86733
20965,0.51364
20966,1.7222899999999999
20967,1.53266
20968,1.68106
20970,0.41603
20975,1.56923
20976,0.59949
20982,0.13032000000000002
20985,0.66637
20986,0.55263
20987,0.16926
20990,0.43979999999999997
20991,0.12972
20994,0.18419
20995,1.46439
20996,0.2184
20997,0.87685
21001,0.48460000000000003
21003,0.43241999999999997
21006,0.87114
21007,1.7506700000000002
21008,0.84032
21014,0.96368
21016,0.45426
21022,0.74417
21024,0.39201
21027,1.71065
21028,0.53176
21032,0.17419
21033,1.25752
21034,0.51793
21035,1.7182499999999998
21037,0.4048
21038,0.4357
21039,1.76904
21040,0.54948
21042,1.23032
21044,1.36591
21048,0.38422
21049,0.29951
21055,0.39635
21056,0.6390199999999999
21057,0.5874900000000001
21058,1.77181
21064,0.32759
21065,0.50978
21073,0.6008199999999999
21074,-2.6020852139652106e-18
21077,0.20494
21079,0.58897
21080,0.36578
21084,0.46742
21086,0.62385
21087,0.8449599999999999
21088,0.07938
21092,0.99097
21093,0.25325
21097,1.19239
21099,0.17034
21105,0.40002
21109,0.87364
21110,1.38414
21111,1.35294
21112,0.5487599999999999
21114,1.4099
21118,0.29099
21119,1.1027
21126,0.45293
21129,0.67106
21131,0.08046
21135,0.29093
21140,0.47504
21142,0.10701999999999999
21144,0.28503
21146,0.30077
21153,0.24022
21154,0.12186000000000001
21155,0.23017
21157,0.16522
21159,0.1343
21163,0.33647000000000005
21164,0.14704
21167,0.09623
21168,0.1343
21170,0.04078
21171,0.29596
21176,0.43697
21179,0.26904
21180,0.014539999999999999
21182,0.06688
21184,0.15858
21190,0.12884
21191,0.08522
21192,0.012379999999999999
21194,0.08357
21196,0.16546
21200,0.12029000000000001
21201,0.17622
21202,0.045869999999999994
21207,0.10845
21209,0.07686
21212,0.09528
21214,0.18206
21218,0.03348
21222,0.02184
21224,0.06619
21226,0.04651
21227,0.41691
21233,0.02789
21244,0.0127
21245,0.022109999999999998
21246,0.01976
21248,0.00988
21252,0.06604
21256,0.0113
21259,0.0113
21262,0.01552
21263,0.01129
21265,0.00114
21266,0.00114
21267,0.01569
21276,0.00298
